"Id","CH_num","DU_num","area","CH_den","DU_den","PHI"
19664,92.05034686,276.58664376,4827070474,0.0190696090632631,0.0572990689176335,0.499409170551133
19665,54028.37211615,127.61578261,9767322938,5.53154354157282,0.013065584441107,0.00471289648888207
19666,1030.87347419,3089.25239756,2801304816,0.367997608936392,1.10279052101555,0.500408728412048
19667,10.54405518,0.24908514,9319295434,0.00113142192504507,2.67278939447774e-05,0.0461561941409097
19668,3157.96602536,66.40680203,4126699773,0.765252186752671,0.0160919877100059,0.0411905232955048
19669,119663.03997421,8725.06290325,9915584733,12.0681778429022,0.879934279035725,0.135917000215785
19670,2511.75028657,9723.95758953,3399414276,0.738877371994069,2.86048030632263,0.410560682226845
19671,3515.04157439,0,3983251417,0.882455362819494,0,0
19672,4407.89148808,0,3546806122,1.24277768123239,0,0
19673,187886.79450988,184.61163124,9923464798,18.933588049584,0.0186035457370904,0.00196320785841808
19674,1543677.51318379,3458.05313491,9726937584,158.701287003528,0.355513038409767,0.00447026519225879
19675,3975.28640324,0.49076729,4827070474,0.823540162641512,0.000101669800066814,0.000246878669980632
19676,644251.39721688,2485.17224884,8519968706,75.6166389159599,0.291687955037895,0.0076852689832988
19677,1207799.473053,30944.28640796,9468430892,127.560678937149,3.26815358964126,0.0499607544685844
19678,3999.52797218,1433.72135181,4827070474,0.828562166996031,0.297016867587171,0.527758350966718
19679,229539.39501952,4846.85347652,9659948873,23.7619678983077,0.501747321879433,0.0413578314224512
19680,0.76761941,0,141869005.9,0.00541076188650449,0,0
19681,1364109.95764166,0,9622963546,141.755702504836,0,0
19682,66514.28094598,292.76515154,8749130174,7.60238785149661,0.0334622008951264,0.00876449921502742
19683,6999.06023215,4329.97762418,4126699773,1.69604299250049,1.04925918103129,0.7644034169699
19684,457298.75683594,1360.1234424,9905331391,46.1669316032619,0.137312260308202,0.00593087150770788
19685,0.22703322,0,2931386365,7.74490946368307e-05,0,0
19686,11.35551411,0,9371504367,0.00121170664445148,0,0
19687,4119.51201895,160.09692412,4689363090,0.878480070723208,0.0341404410465473,0.0748184828332252
19688,19322572.6828614,32862.18120602,3784915356,5105.1531845304,8.68240848607765,0.00339565413402609
19689,338691.97314458,13228.90901379,9927230091,34.1174698319562,1.33258813309699,0.0751811539721976
19690,602961.12577921,8031.7054588,3783297169,159.374508225212,2.12293803527016,0.0262906700313518
19691,4468.09405565,7995.13106156,9931229575,0.449903410439487,0.805049465545156,0.71700446932956
19692,4141.50541686,6026.65663145,3693267781,1.12136613493502,1.63179519840238,0.81460255986938
19693,3434.06413466,10.84401704,9905331391,0.346688464939214,0.00109476569858661,0.00629567846948176
19694,18.75794792,0,24492002.33,0.7658805379511,0,0
19695,24422.32120439,0,8749130174,2.79139991275549,0,0
19696,13339.73109894,5199.21014818,8439363716,1.58065602429831,0.616066604443524,0.560896124420017
19697,8902.40350342,397.08579411,4410328460,2.0185352597117,0.0900354242799413,0.0853994840803717
19698,317089.48470023,6019.99180031,9860353040,32.1580255203753,0.610524975717299,0.0372628612785358
19699,246710.20361329,4206.91290857,3219435127,76.6315188475888,1.30672392597337,0.0335322911954752
19700,21000.80921937,42.12620323,4410328460,4.76173360098672,0.00955171561757103,0.00400383334206855
19701,0,0,1398015.874,0,0,0
19702,641435.77247246,0,9694609082,66.1641709373733,0,0
19703,0,0,1000363015,0,0,0
19704,1984.00899887,1260.04950574,4550437573,0.436004003360492,0.276907327158271,0.776835253710372
19705,19791.889122,2653.34092951,9738189671,2.03239922312661,0.2724675755096,0.236428044927211
19706,396.37579346,30.01713181,205977147,1.92436782057186,0.145730398965085,0.140795637221197
19707,2068.33931064,2324.69150161,3983251417,0.519259040946448,0.583616563013954,0.941645710689039
19708,1760.40300083,0,930297121.3,1.89230188992739,0,0
19709,30466.31895449,53.49148989,4550437573,6.69525039421742,0.0117552409041696,0.00350536186897243
19710,1026322.75862895,433.32053309,9557549973,107.383457217415,0.0453380347802655,0.000844057399579601
19711,3314.59593098,0,3251129977,1.01952119860756,0,0
19712,853437.66021738,792.91165593,9469103908,90.1286614350436,0.0837367150718566,0.00185643474265074
19713,778208.96485908,0,9229871372,84.3141722667855,0,0
19714,4354.42970282,0,4269070727,1.01999474388657,0,0
19715,0,0,1978148575,0,0,0
19716,1149342.61773685,13533.12591171,9927230091,115.776768262765,1.36323282402602,0.0232752742253433
