,English_name,scientific_name,order,family,category
26423,Goldcrest (European),Regulus regulus [regulus Group],Passeriformes,Regulidae (Kinglets),group (polytypic)
26424,,Regulus regulus regulus,Passeriformes,Regulidae (Kinglets),subspecies
26425,,Regulus regulus coatsi,Passeriformes,Regulidae (Kinglets),subspecies
26426,,Regulus regulus buturlini,Passeriformes,Regulidae (Kinglets),subspecies
26427,,Regulus regulus hyrcanus,Passeriformes,Regulidae (Kinglets),subspecies
26428,,Regulus regulus tristis,Passeriformes,Regulidae (Kinglets),subspecies
26429,Goldcrest (western Canary Islands),Regulus regulus ellenthalerae,Passeriformes,Regulidae (Kinglets),group (monotypic)
26430,Goldcrest (Tenerife),Regulus regulus teneriffae,Passeriformes,Regulidae (Kinglets),group (monotypic)
26431,Goldcrest (Sao Miguel),Regulus regulus azoricus,Passeriformes,Regulidae (Kinglets),group (monotypic)
26432,Goldcrest (Santa Maria),Regulus regulus sanctaemariae,Passeriformes,Regulidae (Kinglets),group (monotypic)
26433,Goldcrest (Western Azores),Regulus regulus inermis,Passeriformes,Regulidae (Kinglets),group (monotypic)
26434,Goldcrest (Asian),Regulus regulus [himalayensis Group],Passeriformes,Regulidae (Kinglets),group (polytypic)
26435,,Regulus regulus himalayensis,Passeriformes,Regulidae (Kinglets),subspecies
26436,,Regulus regulus sikkimensis,Passeriformes,Regulidae (Kinglets),subspecies
26437,,Regulus regulus japonensis,Passeriformes,Regulidae (Kinglets),subspecies
26438,,Regulus regulus yunnanensis,Passeriformes,Regulidae (Kinglets),subspecies
26439,Flamecrest,Regulus goodfellowi,Passeriformes,Regulidae (Kinglets),species
26440,Madeira Firecrest,Regulus madeirensis,Passeriformes,Regulidae (Kinglets),species
26441,Common Firecrest,Regulus ignicapilla,Passeriformes,Regulidae (Kinglets),species
26442,,Regulus ignicapilla ignicapilla,Passeriformes,Regulidae (Kinglets),subspecies
26443,,Regulus ignicapilla balearicus,Passeriformes,Regulidae (Kinglets),subspecies
26444,Goldcrest/Common Firecrest,Regulus regulus/ignicapilla,Passeriformes,Regulidae (Kinglets),slash
26445,Wallcreeper,Tichodromidae,Passeriformes,Tichodromidae (Wallcreeper),family
26446,Wallcreeper,Tichodroma muraria,Passeriformes,Tichodromidae (Wallcreeper),species
26447,,Tichodroma muraria muraria,Passeriformes,Tichodromidae (Wallcreeper),subspecies
26448,,Tichodroma muraria nepalensis,Passeriformes,Tichodromidae (Wallcreeper),subspecies
26449,Nuthatches,Sittidae,Passeriformes,Sittidae (Nuthatches),family
26450,White cheeked Nuthatch,Sitta leucopsis,Passeriformes,Sittidae (Nuthatches),species
26451,Przevalski's Nuthatch,Sitta przewalskii,Passeriformes,Sittidae (Nuthatches),species
26452,Giant Nuthatch,Sitta magna,Passeriformes,Sittidae (Nuthatches),species
26453,,Sitta magna ligea,Passeriformes,Sittidae (Nuthatches),subspecies
26454,,Sitta magna magna,Passeriformes,Sittidae (Nuthatches),subspecies
26455,White breasted Nuthatch,Sitta carolinensis,Passeriformes,Sittidae (Nuthatches),species
26456,White breasted Nuthatch (Eastern),Sitta carolinensis carolinensis,Passeriformes,Sittidae (Nuthatches),group (monotypic)
26457,White breasted Nuthatch (Interior West),Sitta carolinensis [lagunae Group],Passeriformes,Sittidae (Nuthatches),group (polytypic)
26458,,Sitta carolinensis tenuissima,Passeriformes,Sittidae (Nuthatches),subspecies
26459,,Sitta carolinensis nelsoni,Passeriformes,Sittidae (Nuthatches),subspecies
26460,,Sitta carolinensis oberholseri,Passeriformes,Sittidae (Nuthatches),subspecies
26461,,Sitta carolinensis mexicana,Passeriformes,Sittidae (Nuthatches),subspecies
26462,,Sitta carolinensis kinneari,Passeriformes,Sittidae (Nuthatches),subspecies
26463,,Sitta carolinensis lagunae,Passeriformes,Sittidae (Nuthatches),subspecies
26464,White breasted Nuthatch (Pacific),Sitta carolinensis aculeata/alexandrae,Passeriformes,Sittidae (Nuthatches),group (polytypic)
26465,,Sitta carolinensis aculeata,Passeriformes,Sittidae (Nuthatches),subspecies
26466,,Sitta carolinensis alexandrae,Passeriformes,Sittidae (Nuthatches),subspecies
26467,Beautiful Nuthatch,Sitta formosa,Passeriformes,Sittidae (Nuthatches),species
26468,Blue Nuthatch,Sitta azurea,Passeriformes,Sittidae (Nuthatches),species
26469,,Sitta azurea expectata,Passeriformes,Sittidae (Nuthatches),subspecies
26470,,Sitta azurea nigriventer,Passeriformes,Sittidae (Nuthatches),subspecies
26471,,Sitta azurea azurea,Passeriformes,Sittidae (Nuthatches),subspecies
26472,Velvet fronted Nuthatch,Sitta frontalis,Passeriformes,Sittidae (Nuthatches),species
26473,,Sitta frontalis frontalis,Passeriformes,Sittidae (Nuthatches),subspecies
26474,,Sitta frontalis saturatior,Passeriformes,Sittidae (Nuthatches),subspecies
26475,,Sitta frontalis corallipes,Passeriformes,Sittidae (Nuthatches),subspecies
26476,,Sitta frontalis palawana,Passeriformes,Sittidae (Nuthatches),subspecies
26477,,Sitta frontalis velata,Passeriformes,Sittidae (Nuthatches),subspecies
26478,Yellow billed Nuthatch,Sitta solangiae,Passeriformes,Sittidae (Nuthatches),species
26479,,Sitta solangiae solangiae,Passeriformes,Sittidae (Nuthatches),subspecies
26480,,Sitta solangiae fortior,Passeriformes,Sittidae (Nuthatches),subspecies
26481,,Sitta solangiae chienfengensis,Passeriformes,Sittidae (Nuthatches),subspecies
26482,Velvet fronted/Yellow billed Nuthatch,Sitta frontalis/solangiae,Passeriformes,Sittidae (Nuthatches),slash
26483,Sulphur billed Nuthatch,Sitta oenochlamys,Passeriformes,Sittidae (Nuthatches),species
26484,,Sitta oenochlamys mesoleuca,Passeriformes,Sittidae (Nuthatches),subspecies
26485,,Sitta oenochlamys isarog,Passeriformes,Sittidae (Nuthatches),subspecies
26486,,Sitta oenochlamys oenochlamys,Passeriformes,Sittidae (Nuthatches),subspecies
26487,,Sitta oenochlamys lilacea,Passeriformes,Sittidae (Nuthatches),subspecies
26488,,Sitta oenochlamys apo,Passeriformes,Sittidae (Nuthatches),subspecies
26489,,Sitta oenochlamys zamboanga,Passeriformes,Sittidae (Nuthatches),subspecies
26490,Pygmy Nuthatch,Sitta pygmaea,Passeriformes,Sittidae (Nuthatches),species
26491,,Sitta pygmaea melanotis,Passeriformes,Sittidae (Nuthatches),subspecies
26492,,Sitta pygmaea pygmaea,Passeriformes,Sittidae (Nuthatches),subspecies
26493,,Sitta pygmaea leuconucha,Passeriformes,Sittidae (Nuthatches),subspecies
26494,,Sitta pygmaea chihuahuae,Passeriformes,Sittidae (Nuthatches),subspecies
26495,,Sitta pygmaea brunnescens,Passeriformes,Sittidae (Nuthatches),subspecies
26496,,Sitta pygmaea flavinucha,Passeriformes,Sittidae (Nuthatches),subspecies
26497,,Sitta pygmaea elii,Passeriformes,Sittidae (Nuthatches),subspecies
26498,Brown headed Nuthatch,Sitta pusilla,Passeriformes,Sittidae (Nuthatches),species
26499,Bahama Nuthatch,Sitta insularis,Passeriformes,Sittidae (Nuthatches),species
26500,Yunnan Nuthatch,Sitta yunnanensis,Passeriformes,Sittidae (Nuthatches),species
26501,Algerian Nuthatch,Sitta ledanti,Passeriformes,Sittidae (Nuthatches),species
26502,Krüper's Nuthatch,Sitta krueperi,Passeriformes,Sittidae (Nuthatches),species
26503,Red breasted Nuthatch,Sitta canadensis,Passeriformes,Sittidae (Nuthatches),species
26504,Corsican Nuthatch,Sitta whiteheadi,Passeriformes,Sittidae (Nuthatches),species
26505,Snowy browed Nuthatch,Sitta villosa,Passeriformes,Sittidae (Nuthatches),species
26506,,Sitta villosa villosa,Passeriformes,Sittidae (Nuthatches),subspecies
26507,,Sitta villosa bangsi,Passeriformes,Sittidae (Nuthatches),subspecies
26508,Western Rock Nuthatch,Sitta neumayer,Passeriformes,Sittidae (Nuthatches),species
26509,,Sitta neumayer neumayer,Passeriformes,Sittidae (Nuthatches),subspecies
26510,,Sitta neumayer syriaca,Passeriformes,Sittidae (Nuthatches),subspecies
26511,,Sitta neumayer rupicola,Passeriformes,Sittidae (Nuthatches),subspecies
26512,,Sitta neumayer tschitscherini,Passeriformes,Sittidae (Nuthatches),subspecies
26513,,Sitta neumayer plumbea,Passeriformes,Sittidae (Nuthatches),subspecies
26514,Eastern Rock Nuthatch,Sitta tephronota,Passeriformes,Sittidae (Nuthatches),species
26515,,Sitta tephronota dresseri,Passeriformes,Sittidae (Nuthatches),subspecies
26516,,Sitta tephronota obscura,Passeriformes,Sittidae (Nuthatches),subspecies
26517,,Sitta tephronota tephronota,Passeriformes,Sittidae (Nuthatches),subspecies
26518,,Sitta tephronota iranica,Passeriformes,Sittidae (Nuthatches),subspecies
26519,Western/Eastern Rock Nuthatch,Sitta neumayer/tephronota,Passeriformes,Sittidae (Nuthatches),slash
26520,Siberian Nuthatch,Sitta arctica,Passeriformes,Sittidae (Nuthatches),species
26521,White browed Nuthatch,Sitta victoriae,Passeriformes,Sittidae (Nuthatches),species
26522,White tailed Nuthatch,Sitta himalayensis,Passeriformes,Sittidae (Nuthatches),species
26523,Indian Nuthatch,Sitta castanea,Passeriformes,Sittidae (Nuthatches),species
26524,Chestnut bellied Nuthatch,Sitta cinnamoventris,Passeriformes,Sittidae (Nuthatches),species
26525,,Sitta cinnamoventris almorae,Passeriformes,Sittidae (Nuthatches),subspecies
26526,,Sitta cinnamoventris koelzi,Passeriformes,Sittidae (Nuthatches),subspecies
26527,,Sitta cinnamoventris tonkinensis,Passeriformes,Sittidae (Nuthatches),subspecies
26528,,Sitta cinnamoventris cinnamoventris,Passeriformes,Sittidae (Nuthatches),subspecies
26529,Indian/Chestnut bellied Nuthatch,Sitta castanea/cinnamoventris,Passeriformes,Sittidae (Nuthatches),slash
26530,Burmese Nuthatch,Sitta neglecta,Passeriformes,Sittidae (Nuthatches),species
26531,Chestnut bellied/Burmese Nuthatch,Sitta cinnamoventris/neglecta,Passeriformes,Sittidae (Nuthatches),slash
26532,Eurasian Nuthatch,Sitta europaea,Passeriformes,Sittidae (Nuthatches),species
26533,Eurasian Nuthatch (Western),Sitta europaea [europaea Group],Passeriformes,Sittidae (Nuthatches),group (polytypic)
26534,,Sitta europaea caesia,Passeriformes,Sittidae (Nuthatches),subspecies
26535,,Sitta europaea hispaniensis,Passeriformes,Sittidae (Nuthatches),subspecies
26536,,Sitta europaea atlas,Passeriformes,Sittidae (Nuthatches),subspecies
26537,,Sitta europaea europaea,Passeriformes,Sittidae (Nuthatches),subspecies
26538,,Sitta europaea cisalpina,Passeriformes,Sittidae (Nuthatches),subspecies
26539,,Sitta europaea levantina,Passeriformes,Sittidae (Nuthatches),subspecies
26540,,Sitta europaea caucasica,Passeriformes,Sittidae (Nuthatches),subspecies
26541,,Sitta europaea rubiginosa,Passeriformes,Sittidae (Nuthatches),subspecies
26542,,Sitta europaea persica,Passeriformes,Sittidae (Nuthatches),subspecies
26543,Eurasian Nuthatch (White bellied),Sitta europaea [asiatica Group],Passeriformes,Sittidae (Nuthatches),group (polytypic)
26544,,Sitta europaea asiatica,Passeriformes,Sittidae (Nuthatches),subspecies
26545,,Sitta europaea baicalensis,Passeriformes,Sittidae (Nuthatches),subspecies
26546,,Sitta europaea albifrons,Passeriformes,Sittidae (Nuthatches),subspecies
26547,,Sitta europaea sakhalinensis,Passeriformes,Sittidae (Nuthatches),subspecies
26548,,Sitta europaea takatsukasai,Passeriformes,Sittidae (Nuthatches),subspecies
26549,,Sitta europaea clara,Passeriformes,Sittidae (Nuthatches),subspecies
26550,Eurasian Nuthatch (Buff bellied),Sitta europaea [roseilia Group],Passeriformes,Sittidae (Nuthatches),group (polytypic)
26551,,Sitta europaea seorsa,Passeriformes,Sittidae (Nuthatches),subspecies
26552,,Sitta europaea amurensis,Passeriformes,Sittidae (Nuthatches),subspecies
26553,,Sitta europaea bedfordi,Passeriformes,Sittidae (Nuthatches),subspecies
26554,,Sitta europaea hondoensis,Passeriformes,Sittidae (Nuthatches),subspecies
26555,,Sitta europaea roseilia,Passeriformes,Sittidae (Nuthatches),subspecies
26556,Eurasian Nuthatch (Chinese),Sitta europaea sinensis/formosana,Passeriformes,Sittidae (Nuthatches),group (polytypic)
26557,,Sitta europaea sinensis,Passeriformes,Sittidae (Nuthatches),subspecies
26558,,Sitta europaea formosana,Passeriformes,Sittidae (Nuthatches),subspecies
26559,Siberian/Eurasian Nuthatch,Sitta arctica/europaea,Passeriformes,Sittidae (Nuthatches),slash
26560,Chestnut vented Nuthatch,Sitta nagaensis,Passeriformes,Sittidae (Nuthatches),species
26561,,Sitta nagaensis montium,Passeriformes,Sittidae (Nuthatches),subspecies
26562,,Sitta nagaensis nagaensis,Passeriformes,Sittidae (Nuthatches),subspecies
26563,,Sitta nagaensis grisiventris,Passeriformes,Sittidae (Nuthatches),subspecies
26564,Kashmir Nuthatch,Sitta cashmirensis,Passeriformes,Sittidae (Nuthatches),species
26565,nuthatch sp.,Sitta sp.,Passeriformes,Sittidae (Nuthatches),spuh
26566,Treecreepers,Certhiidae,Passeriformes,Certhiidae (Treecreepers),family
26567,Eurasian Treecreeper,Certhia familiaris,Passeriformes,Certhiidae (Treecreepers),species
26568,,Certhia familiaris britannica,Passeriformes,Certhiidae (Treecreepers),subspecies
26569,,Certhia familiaris macrodactyla,Passeriformes,Certhiidae (Treecreepers),subspecies
26570,,Certhia familiaris corsa,Passeriformes,Certhiidae (Treecreepers),subspecies
26571,,Certhia familiaris familiaris,Passeriformes,Certhiidae (Treecreepers),subspecies
26572,,Certhia familiaris daurica,Passeriformes,Certhiidae (Treecreepers),subspecies
26573,,Certhia familiaris orientalis,Passeriformes,Certhiidae (Treecreepers),subspecies
26574,,Certhia familiaris japonica,Passeriformes,Certhiidae (Treecreepers),subspecies
26575,,Certhia familiaris persica,Passeriformes,Certhiidae (Treecreepers),subspecies
26576,,Certhia familiaris tianschanica,Passeriformes,Certhiidae (Treecreepers),subspecies
26577,,Certhia familiaris bianchii,Passeriformes,Certhiidae (Treecreepers),subspecies
26578,Hodgson's Treecreeper,Certhia hodgsoni,Passeriformes,Certhiidae (Treecreepers),species
26579,,Certhia hodgsoni khamensis,Passeriformes,Certhiidae (Treecreepers),subspecies
26580,,Certhia hodgsoni hodgsoni,Passeriformes,Certhiidae (Treecreepers),subspecies
26581,,Certhia hodgsoni mandellii,Passeriformes,Certhiidae (Treecreepers),subspecies
26582,Sichuan Treecreeper,Certhia tianquanensis,Passeriformes,Certhiidae (Treecreepers),species
26583,Brown Creeper,Certhia americana,Passeriformes,Certhiidae (Treecreepers),species
26584,Brown Creeper (occidentalis Group),Certhia americana [occidentalis Group],Passeriformes,Certhiidae (Treecreepers),group (polytypic)
26585,,Certhia americana alascensis,Passeriformes,Certhiidae (Treecreepers),subspecies
26586,,Certhia americana occidentalis,Passeriformes,Certhiidae (Treecreepers),subspecies
26587,,Certhia americana phillipsi,Passeriformes,Certhiidae (Treecreepers),subspecies
26588,,Certhia americana stewarti,Passeriformes,Certhiidae (Treecreepers),subspecies
26589,,Certhia americana zelotes,Passeriformes,Certhiidae (Treecreepers),subspecies
26590,Brown Creeper (montana/idahoensis),Certhia americana montana/idahoensis,Passeriformes,Certhiidae (Treecreepers),group (polytypic)
26591,,Certhia americana idahoensis,Passeriformes,Certhiidae (Treecreepers),subspecies
26592,,Certhia americana montana,Passeriformes,Certhiidae (Treecreepers),subspecies
26593,Brown Creeper (americana/nigrescens),Certhia americana americana/nigrescens,Passeriformes,Certhiidae (Treecreepers),group (polytypic)
26594,,Certhia americana americana,Passeriformes,Certhiidae (Treecreepers),subspecies
26595,,Certhia americana nigrescens,Passeriformes,Certhiidae (Treecreepers),subspecies
26596,Brown Creeper (albescens/alticola),Certhia americana albescens/alticola,Passeriformes,Certhiidae (Treecreepers),group (polytypic)
26597,,Certhia americana albescens,Passeriformes,Certhiidae (Treecreepers),subspecies
26598,,Certhia americana alticola,Passeriformes,Certhiidae (Treecreepers),subspecies
26599,Brown Creeper (pernigra),Certhia americana pernigra,Passeriformes,Certhiidae (Treecreepers),group (monotypic)
26600,Brown Creeper (extima),Certhia americana extima,Passeriformes,Certhiidae (Treecreepers),group (monotypic)
26601,Short toed Treecreeper,Certhia brachydactyla,Passeriformes,Certhiidae (Treecreepers),species
26602,,Certhia brachydactyla megarhynchos,Passeriformes,Certhiidae (Treecreepers),subspecies
26603,,Certhia brachydactyla brachydactyla,Passeriformes,Certhiidae (Treecreepers),subspecies
26604,,Certhia brachydactyla mauritanica,Passeriformes,Certhiidae (Treecreepers),subspecies
26605,,Certhia brachydactyla dorotheae,Passeriformes,Certhiidae (Treecreepers),subspecies
26606,,Certhia brachydactyla harterti,Passeriformes,Certhiidae (Treecreepers),subspecies
26607,Eurasian/Short toed Treecreeper,Certhia familiaris/brachydactyla,Passeriformes,Certhiidae (Treecreepers),slash
26608,Bar tailed Treecreeper,Certhia himalayana,Passeriformes,Certhiidae (Treecreepers),species
26609,,Certhia himalayana taeniura,Passeriformes,Certhiidae (Treecreepers),subspecies
26610,,Certhia himalayana himalayana,Passeriformes,Certhiidae (Treecreepers),subspecies
26611,,Certhia himalayana yunnanensis,Passeriformes,Certhiidae (Treecreepers),subspecies
26612,,Certhia himalayana ripponi,Passeriformes,Certhiidae (Treecreepers),subspecies
26613,Rusty flanked Treecreeper,Certhia nipalensis,Passeriformes,Certhiidae (Treecreepers),species
26614,Sikkim Treecreeper,Certhia discolor,Passeriformes,Certhiidae (Treecreepers),species
